VALOR;FAMILIA;AÑO;MES;Fecha_recepción;Unidad_negocio;Tp_doc;Número_documento;Tp_ord;Número_orden;Observaciones;2_n_artículo;Cost_Alm;Cantidad_recibida;UM;PROVEEDOR;Número_lote_serie;C_Emision;Lead_Time
10100613812;11;2016; 3;17/03/2016;101;OV;17864;OP;36492;000100206471;10100613812;1,007844e+02;   420;UN;2606295;2238398;1,676179e+05;NA
10100613812; 4;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100613812;7,696267e+00;  5500;UN;2606295;2239836;4,445436e+06;NA
10100613812; 6;2016; 3;30/03/2016;101;OV;18442;OP;36492;000100206747;10100613812;3,959726e+00; 10690;UN;2606295;2239842;5,746769e+06;NA
10100604605; 3;2016; 3;21/03/2016;101;OV;18031;OP;36492;000100206583;10100604605;3,848133e+00; 11000;UN;2606295;2239782;1,177877e+07;NA
10100604676; 6;2016; 3;21/03/2016;101;OV;18030;OP;36492;000100206584;10100604676;3,983950e+00; 10625;UN;2606295;2239844;5,712103e+06;NA
10100604633;10;2016; 3;18/03/2016;101;OV;17919;OP;36492;000100206507;10100604633;7,633808e+00;  5545;UN;2606295;2239784;1,819836e+06;NA
10100619441;10;2016; 3;21/03/2016;101;OV;18028;OP;36492;000100206552;10100619441;1,002593e+01;  4222;UN;2606295;2239848;1,396476e+06;NA
10100619441; 2;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100619441;9,906264e+00;  4273;UN;2606295;2239786;6,882236e+06;NA
10100615640; 6;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100615640;1,019250e+01;  4153;UN;2606295;2239788;2,260369e+06;NA
10100615640; 9;2016; 3;17/03/2016;101;OV;17866;OP;36492;000100206473;10100615640;4,232947e+01;  1000;UN;2606295;2239788;4,009919e+05;NA
10100604656; 8;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100604656;6,413556e+00;  6600;UN;2606295;2239790;2,685436e+06;NA
10100604656;11;2016; 3;17/03/2016;101;OV;17866;OP;36492;000100206473;10100604656;1,048797e+01;  4036;UN;2606295;2239790;1,219545e+06;NA
10100713299; 2;2016; 3;18/03/2016;101;OV;17920;OP;36492;000100206508;10100713299;2,116473e+00; 20000;UN;2606295;2239850;3,204544e+07;NA
10100604664; 3;2016; 3;18/03/2016;101;OV;17921;OP;36492;000100206513;10100604664;1,282711e+01;  3300;UN;2606295;2239852;3,565436e+06;NA
10100604664;11;2016; 3;21/03/2016;101;OV;18028;OP;36492;000100206552;10100604664;3,848133e+01;  1100;UN;2606295;2239852;3,654359e+05;NA
10100604716; 6;2016; 3;21/03/2016;101;OV;18031;OP;36492;000100206583;10100604716;3,848133e+01;  1100;UN;2606295;2239792;6,321029e+05;NA
10100604716; 9;2016; 3;31/03/2016;101;OV;18570;OP;36492;000100206887;10100604716;1,931089e+01;  2192;UN;2606295;2239854;8,248139e+05;NA
10100604643; 5;2016; 3;18/03/2016;101;OV;17922;OP;36492;000100206514;10100604643;1,282711e+01;  3300;UN;2606295;2239794;2,157436e+06;NA
10100604727; 2;2016; 3;15/03/2016;101;OV;17679;OP;36492;000100206382;10100604727;1,279609e+01;  3308;UN;2606295;2239796;5,338236e+06;NA
10100604747; 5;2016; 3;21/03/2016;101;OV;18028;OP;36492;000100206552;10100604747;2,170742e+01;  1950;UN;2606295;2239856;1,293436e+06;NA
10100604747;10;2016; 3;23/03/2016;101;OV;18155;OP;36492;000100206633;10100604747;4,154020e+01;  1019;UN;2606295;2239856;3,715159e+05;NA
10100604646;10;2016; 3;21/03/2016;101;OV;18028;OP;36492;000100206552;10100604646;1,282711e+01;  3300;UN;2606295;2239858;1,101436e+06;NA
10100604737; 2;2016; 3;15/03/2016;101;OV;17679;OP;36492;000100206382;10100604737;1,280771e+01;  3305;UN;2606295;2239798;5,333436e+06;NA
10100604638; 4;2016; 3;18/03/2016;101;OV;17919;OP;36492;000100206507;10100604638;9,512240e+00;  4450;UN;2606295;2239800;3,605436e+06;NA
10100604701; 3;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100604701;1,282711e+01;  3300;UN;2606295;2239802;3,565436e+06;NA
10100704885; 8;2016; 3;17/03/2016;101;OV;17866;OP;36492;000100206473;10100704885;7,838790e+00;  5400;UN;2606295;2239804;2,205436e+06;NA
10100604754; 9;2016; 3;21/03/2016;101;OV;18030;OP;36492;000100206584;10100604754;1,276907e+01;  3315;UN;2606295;2239860;1,224103e+06;NA
10100613819; 9;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100613819;1,189030e+01;  3560;UN;2606295;2239806;1,311214e+06;NA
10100604659; 3;2016; 3;15/03/2016;101;OV;17662;OP;36492;000100206373;10100604659;2,065860e+01;  2049;UN;2606295;2239808;2,231036e+06;NA
10100604659; 7;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100604659;1,282711e+01;  3300;UN;2606295;2239808;1,554007e+06;NA
10100604757; 5;2016; 3;21/03/2016;101;OV;18030;OP;36492;000100206584;10100604757;2,565422e+01;  1650;UN;2606295;2239862;1,101436e+06;NA
10100604743; 5;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100604743;1,302445e+01;  3250;UN;2606295;2239810;2,125436e+06;NA
10100604776; 6;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100604776;1,924067e+01;  2200;UN;2606295;2239812;1,218769e+06;NA
10100604710; 8;2016; 3;23/03/2016;101;OV;18155;OP;36492;000100206633;10100604710;1,924067e+01;  2200;UN;2606295;2239864;9,254359e+05;NA
10100604687; 1;2016; 3;21/03/2016;101;OV;18031;OP;36492;000100206583;10100604687;1,924067e+01;  2200;UN;2606295;2239814;7,085436e+06;NA
10100619594; 5;2016; 3;15/03/2016;101;OV;17679;OP;36492;000100206382;10100619594;2,999962e+01;  1411;UN;2606295;2239816;9,484759e+05;NA
10100619594; 2;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100619594;3,848133e+01;  1100;UN;2606295;2239816;1,805436e+06;NA
10100619594; 4;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100619594;5,039222e+01;   840;UN;2606295;2239816;7,174359e+05;NA
10100619754; 7;2016; 3;18/03/2016;101;OV;17922;OP;36492;000100206514;10100619754;2,573220e+01;  1645;UN;2606295;2239818;7,974359e+05;NA
10100619755; 1;2016; 3;18/03/2016;101;OV;17922;OP;36492;000100206514;10100619755;2,565422e+01;  1650;UN;2606295;2239820;5,325436e+06;NA
10100613992; 5;2016; 3;30/03/2016;101;OV;18442;OP;36492;000100206747;10100613992;2,573220e+01;  1645;UN;2606295;2239866;1,098236e+06;NA
10100616073; 3;2016; 3;30/03/2016;101;OV;18442;OP;36492;000100206747;10100616073;2,565422e+01;  1650;UN;2606295;2239868;1,805436e+06;NA
10100615647; 7;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100615647;3,883437e+01;  1090;UN;2606295;2239822;5,437219e+05;NA
10100614690; 2;2016; 3;21/03/2016;101;OV;18030;OP;36492;000100206584;10100614690;3,974598e+01;  1065;UN;2606295;2239870;1,749436e+06;NA
10100613684;11;2016; 3;18/03/2016;101;OV;17919;OP;36492;000100206507;10100613684;1,983574e+01;  2134;UN;2606295;2239824;6,662359e+05;NA
10100604697; 9;2016; 3;23/03/2016;101;OV;18155;OP;36492;000100206633;10100604697;3,848133e+01;  1100;UN;2606295;2239872;4,365469e+05;NA
10100604652; 9;2016; 3;18/03/2016;101;OV;17922;OP;36492;000100206514;10100604652;3,848133e+01;  1100;UN;2606295;2239826;4,365469e+05;NA
10100604651; 9;2016; 3;18/03/2016;101;OV;17922;OP;36492;000100206514;10100604651;3,848133e+01;  1100;UN;2606295;2239828;4,365469e+05;NA
10100604807; 9;2016; 4;04/04/2016;101;OV;18774;OP;36492;000100206990;10100604807;3,848133e+01;  1100;UN;2606295;2239830;4,365469e+05;NA
10100604707;10;2016; 3;18/03/2016;101;OV;17922;OP;36492;000100206514;10100604707;3,883437e+01;  1090;UN;2606295;2239838;3,942359e+05;NA
10100604618; 4;2016; 3;16/03/2016;101;OV;17750;OP;36492;000100206396;10100604618;3,848133e+01;  1100;UN;2606295;2239832;9,254359e+05;NA
10100604744;10;2016; 3;30/03/2016;101;OV;18509;OP;36492;000100206813;10100604744;5,497333e+00;  7700;UN;2606295;2239846;2,509436e+06;NA
10100615637; 2;2016; 3;21/03/2016;101;OV;18029;OP;36492;000100206553;10100615637;2,565422e+01;  1650;UN;2606295;2239834;2,685436e+06;NA
10100604675; 9;2016; 3;21/03/2016;101;OV;18032;OP;36539;000100206585;10100604675;3,848133e+01;  1100;UN;2606295;210316;4,365469e+05;NA
10100604648; 9;2016; 3;30/03/2016;101;OV;18507;OP;36539;000100206814;10100604648;3,848133e+01;  1100;UN;2606295;290316;4,365469e+05;NA
10100604627;10;2016; 3;23/03/2016;101;OV;18156;OP;36539;000100206634;10100604627;3,830721e+01;  1105;UN;2606295;2240660;3,990359e+05;NA
10100614692;11;2016; 3;23/03/2016;101;OV;18156;OP;36539;000100206634;10100614692;1,924067e+01;  2200;UN;2606295;2240662;6,854359e+05;NA
10100614692;10;2016; 4;04/04/2016;101;OV;18772;OP;36539;000100206988;10100614692;1,119235e+01;  3782;UN;2606295;2241724;1,255676e+06;NA
10100618148; 1;2016; 4;01/04/2016;101;OV;18691;OP;36539;000100206955;10100618148;6,161494e+01;   687;UN;2606295;2240664;2,243836e+06;NA
10100618148;10;2016; 5;03/05/2016;101;OV;20259;OP;36539;000300006690;10100618148;4,904921e+01;   863;UN;2606295;030516;3,215959e+05;NA
10100718376; 9;2016; 3;23/03/2016;101;OV;18156;OP;36539;000100206634;10100718376;3,848133e+01;  1100;UN;2606295;2240666;4,365469e+05;NA
10100620743;10;2016; 4;06/04/2016;101;OV;18911;OP;36539;000100207027;10100620743;4,031378e+01;  1050;UN;2606295;2241506;3,814359e+05;NA
10100620742;10;2016; 4;06/04/2016;101;OV;18911;OP;36539;000100207027;10100620742;2,364775e+01;  1790;UN;2606295;040416;6,182359e+05;NA
10100619732; 3;2016; 3;23/03/2016;101;OV;18157;OP;36539;000100206635;10100619732;1,924067e+01;  2200;UN;2606295;2241016;2,392103e+06;NA
10100619911; 4;2016; 3;30/03/2016;101;OV;18443;OP;36539;000100206748;10100619911;2,557672e+01;  1655;UN;2606295;2241200;1,369436e+06;NA
10100619912; 9;2016; 3;31/03/2016;101;OV;18569;OP;36539;000100206888;10100619912;3,527456e+01;  1200;UN;2606295;2241202;4,721029e+05;NA
10100604715; 3;2016; 4;06/04/2016;101;OV;18908;OP;36606;000100207047;10100604715;3,848133e+01;  1100;UN;2606295;2241716;1,218769e+06;NA
10100618077; 6;2016; 4;04/04/2016;101;OV;18773;OP;36606;000100206989;10100618077;3,848133e+01;  1100;UN;2606295;2241722;6,321029e+05;NA
10100604606; 6;2016; 4;01/04/2016;101;OV;18689;OP;36606;000100206948;10100604606;3,848133e+01;  1100;UN;2606295;2241718;6,321029e+05;NA
10100604808; 5;2016; 3;31/03/2016;101;OV;18571;OP;36606;000100206886;10100604808;3,848133e+01;  1100;UN;2606295;2241720;7,494359e+05;NA
10100604667; 3;2016; 4;01/04/2016;101;OV;18666;OP;36606;000100206922;10100604667;2,137852e+00; 19800;UN;2606295;2242167;2,116544e+07;NA
10100604667;11;2016; 4;01/04/2016;101;OV;18690;OP;36606;000100206949;10100604667;6,452663e+00;  6560;UN;2606295;2242167;1,953800e+06;NA
10100620581; 4;2016; 4;11/04/2016;101;OV;19244;OP;36619;000200019153;10100620581;4,136969e+00; 10232;UN;1004132;080416;8,231036e+06;NA
10100604729; 9;2016; 4;08/04/2016;101;OV;19103;OP;36688;000200206923;10100604729;1,410982e+01;  3000;UN;2606295;2243535;1,112103e+06;NA
10100604729; 5;2016; 4;08/04/2016;101;OV;19104;OP;36688;000100207029;10100604729;1,113933e+02;   380;UN;2606295;2243535;2,886359e+05;NA
10100604592; 8;2016; 4;06/04/2016;101;OV;18913;OP;36688;000100207048;10100604592;3,779417e+01;  1120;UN;2606295;2243537;4,934359e+05;NA
10100620397; 2;2016; 4;06/04/2016;101;OV;18913;OP;36688;000100207048;10100620397;3,848133e+01;  1100;UN;2606295;2243539;1,805436e+06;NA
10100620398; 4;2016; 4;06/04/2016;101;OV;18913;OP;36688;000100207048;10100620398;3,848133e+01;  1100;UN;2606295;2243541;9,254359e+05;NA
10100617780; 2;2016; 4;06/04/2016;101;OV;18913;OP;36688;000100207048;10100617780;3,848133e+01;  1100;UN;2606295;2243549;1,805436e+06;NA
10100604711; 5;2016; 4;06/04/2016;101;OV;18913;OP;36688;000100207048;10100604711;4,029459e+00; 10505;UN;2606295;2243543;6,768636e+06;NA
10100604711; 8;2016; 4;11/04/2016;101;OV;19251;OP;36688;000100207221;10100604711;5,511649e+01;   768;UN;2606295;2243543;3,526359e+05;NA
10100604657; 9;2016; 4;06/04/2016;101;OV;18909;OP;36688;000100207080;10100604657;6,653484e+00;  6362;UN;2606295;2243547;2,307480e+06;NA
10100704890; 6;2016; 4;06/04/2016;101;OV;18907;OP;36688;000100207028;10100704890;1,924067e+01;  2200;UN;2606295;040416;1,218769e+06;NA
10100615641;11;2016; 4;21/04/2016;101;OV;19902;OP;36764;000100207476;10100615641;1,316624e+01;  3215;UN;2606295;2245218;9,807089e+05;NA
10100615641; 4;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100615641;1,282711e+01;  3300;UN;2606295;2245218;2,685436e+06;NA
10100613812; 2;2016; 4;08/04/2016;101;OV;19081;OP;36764;000100207131;10100613812;1,209413e+01;  3500;UN;2606295;2245130;5,645436e+06;NA
10100613812; 7;2016; 4;15/04/2016;101;OV;19615;OP;36764;000100207320;10100613812;7,904662e+00;  5355;UN;2606295;2245156;2,493436e+06;NA
10100613812; 5;2016; 4;18/04/2016;101;OV;19731;OP;36764;000100207423;10100613812;3,306990e+01;  1280;UN;2606295;2245201;8,646359e+05;NA
10100613812; 8;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100613812;7,696267e+00;  5500;UN;2606295;2245220;2,245436e+06;NA
10100604605; 8;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604605;7,888458e+00;  5366;UN;2606295;2245158;2,191836e+06;NA
10100604676; 9;2016; 4;08/04/2016;101;OV;19081;OP;36764;000100207131;10100604676;1,282711e+01;  3300;UN;2606295;2245132;1,218769e+06;NA
10100604676; 5;2016; 4;15/04/2016;101;OV;19643;OP;36764;000100207382;10100604676;1,000697e+01;  4230;UN;2606295;2245160;2,752636e+06;NA
10100604744; 3;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604744;7,891399e+00;  5364;UN;2606295;2245152;5,767036e+06;NA
10100604633; 2;2016; 4;21/04/2016;101;OV;19901;OP;36764;000100207475;10100604633;1,282711e+01;  3300;UN;2606295;2245164;5,325436e+06;NA
10100619441; 3;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100619441;7,696267e+01;   550;UN;2606295;2245222;6,321029e+05;NA
10100619441; 3;2016; 4;21/04/2016;101;OV;19899;OP;36764;000100207488;10100619441;1,282711e+01;  3300;UN;2606295;180416;3,565436e+06;NA
10100619441; 2;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100619441;2,565422e+01;  1650;UN;2606295;22452;2,685436e+06;NA
10100615640; 1;2016; 4;15/04/2016;101;OV;19643;OP;36764;000100207382;10100615640;9,620333e+00;  4400;UN;2606295;2245166;1,412544e+07;NA
10100614692; 3;2016; 4;11/04/2016;101;OV;19249;OP;36764;000100207218;10100614692;9,883135e+00;  4283;UN;2606295;2245134;4,613969e+06;NA
10100614692; 7;2016; 4;18/04/2016;101;OV;19730;OP;36764;000100207421;10100614692;1,924067e+01;  2200;UN;2606295;2245224;1,051150e+06;NA
10100604664;10;2016; 4;11/04/2016;101;OV;19250;OP;36764;000100207219;10100604664;1,282711e+01;  3300;UN;2606295;2245168;1,101436e+06;NA
10100604664;10;2016; 4;15/04/2016;101;OV;19642;OP;36764;000100207381;10100604664;5,426855e+01;   780;UN;2606295;2245168;2,950359e+05;NA
10100604664; 4;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100604664;1,557376e+01;  2718;UN;2606295;2245226;2,219836e+06;NA
10100604664; 3;2016; 5;16/05/2016;101;OV;20639;OP;36764;000100208253;10100604664;1,386942e+01;  3052;UN;2606295;2250756;3,300903e+06;NA
10100604716; 4;2016; 4;11/04/2016;101;OV;19250;OP;36764;000100207219;10100604716;1,283878e+01;  3297;UN;2606295;2245170;2,683036e+06;NA
10100604727; 7;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604727;1,931089e+01;  2192;UN;2606295;2245172;1,047493e+06;NA
10100604747; 7;2016; 4;11/04/2016;101;OV;19250;OP;36764;000100207219;10100604747;1,941719e+01;  2180;UN;2606295;2245174;1,042007e+06;NA
10100604747; 4;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604747;3,848133e+01;  1100;UN;2606295;2245174;9,254359e+05;NA
10100604747; 8;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100604747;1,924067e+01;  2200;UN;2606295;2245228;9,254359e+05;NA
10100604638; 3;2016; 4;21/04/2016;101;OV;19901;OP;36764;000100207475;10100604638;1,284658e+01;  3295;UN;2606295;2245176;3,560103e+06;NA
10100604701; 2;2016; 4;15/04/2016;101;OV;19615;OP;36764;000100207320;10100604701;1,924067e+01;  2200;UN;2606295;2245178;3,565436e+06;NA
10100604754; 1;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604754;1,931970e+01;  2191;UN;2606295;2245180;7,056636e+06;NA
10100613819; 9;2016; 4;08/04/2016;101;OV;19081;OP;36764;000100207131;10100613819;1,435384e+01;  2949;UN;2606295;2245136;1,093969e+06;NA
10100604659; 4;2016; 4;11/04/2016;101;OV;19250;OP;36764;000100207219;10100604659;2,565422e+01;  1650;UN;2606295;2245182;1,365436e+06;NA
10100604659; 6;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604659;3,834191e+01;  1104;UN;2606295;2245182;6,342359e+05;NA
10100604757; 4;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604757;2,565422e+01;  1650;UN;2606295;2245184;1,365436e+06;NA
10100604743;10;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604743;2,565422e+01;  1650;UN;2606295;2245186;5,734359e+05;NA
10100604776; 7;2016; 4;15/04/2016;101;OV;19643;OP;36764;000100207382;10100604776;3,399957e+01;  1245;UN;2606295;2245188;6,145789e+05;NA
10100604687; 3;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604687;3,014919e+01;  1404;UN;2606295;2245190;1,543036e+06;NA
10100619594; 9;2016; 4;15/04/2016;101;OV;19615;OP;36764;000100207320;10100619594;2,565422e+01;  1650;UN;2606295;2245192;6,321029e+05;NA
10100619594; 4;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100619594;3,865705e+01;  1095;UN;2606295;2245230;9,214359e+05;NA
10100619754;10;2016; 4;15/04/2016;101;OV;19643;OP;36764;000100207382;10100619754;1,286610e+01;  3290;UN;2606295;2245194;1,098236e+06;NA
10100619755; 8;2016; 4;15/04/2016;101;OV;19643;OP;36764;000100207382;10100619755;1,294479e+01;  3270;UN;2606295;2245196;1,353436e+06;NA
10100613992; 5;2016; 4;08/04/2016;101;OV;19081;OP;36764;000100207131;10100613992;1,924067e+01;  2200;UN;2606295;2245150;1,453436e+06;NA
10100616073; 8;2016; 4;06/04/2016;101;OV;18910;OP;36764;000100207079;10100616073;1,924067e+01;  2200;UN;2606295;2245352;9,254359e+05;NA
10100614690; 3;2016; 4;18/04/2016;101;OV;19732;OP;36764;000100207422;10100614690;2,020500e+01;  2095;UN;2606295;2245130;2,280103e+06;NA
10100604697; 8;2016; 4;11/04/2016;101;OV;19250;OP;36764;000100207219;10100604697;3,901333e+01;  1085;UN;2606295;2245204;4,794359e+05;NA
10100604652; 4;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100604652;3,887003e+01;  1089;UN;2606295;2245206;9,166359e+05;NA
10100604651; 9;2016; 4;11/04/2016;101;OV;19249;OP;36764;000100207218;10100604651;2,565422e+01;  1650;UN;2606295;2245138;6,321029e+05;NA
10100604807; 8;2016; 4;08/04/2016;101;OV;19085;OP;36764;000200207131;10100604807;1,924067e+01;  2200;UN;2606295;2245140;9,254359e+05;NA
10100618077; 5;2016; 4;11/04/2016;101;OV;19249;OP;36764;000100207218;10100618077;2,148704e+01;  1970;UN;2606295;2245150;1,306236e+06;NA
10100614458; 6;2016; 4;12/04/2016;101;OV;19332;OP;36764;000100207244;10100614458;2,625897e+01;  1612;UN;2606295;2245152;9,051689e+05;NA
10100619732; 8;2016; 4;11/04/2016;101;OV;19249;OP;36764;000100207218;10100619732;1,282711e+01;  3300;UN;2606295;2245142;1,365436e+06;NA
10100619443; 2;2016; 4;11/04/2016;101;OV;19250;OP;36764;000100207219;10100619443;4,782991e+01;   885;UN;2606295;2245208;1,461436e+06;NA
10100620397; 1;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100620397;2,624269e+01;  1613;UN;2606295;2245210;5,207036e+06;NA
10100620398; 6;2016; 4;12/04/2016;101;OV;19366;OP;36764;000100207245;10100620398;2,562316e+01;  1652;UN;2606295;2245212;9,265029e+05;NA
10100620398; 9;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100620398;2,573220e+01;  1645;UN;2606295;2245234;6,303249e+05;NA
10100613815; 8;2016; 4;08/04/2016;101;OV;19081;OP;36764;000100207131;10100613815;3,848133e+01;  1100;UN;2606295;2245144;4,854359e+05;NA
10100604620; 9;2016; 4;08/04/2016;101;OV;19081;OP;36764;000100207131;10100604620;4,232947e+01;  1000;UN;2606295;2245146;4,009919e+05;NA
10100604595; 5;2016; 4;11/04/2016;101;OV;19249;OP;36764;000100207218;10100604595;3,848133e+01;  1100;UN;2606295;2245148;7,494359e+05;NA
10100615647; 4;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100615647;3,848133e+01;  1100;UN;2606295;2245232;9,254359e+05;NA
10100604751; 7;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100604751;8,638667e+01;   490;UN;2606295;2245238;2,694359e+05;NA
10100604751; 9;2016; 4;21/04/2016;101;OV;19899;OP;36764;000100207488;10100604751;2,565422e+01;  1650;UN;2606295;180416;6,321029e+05;NA
10100604721; 9;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100604721;3,848133e+01;  1100;UN;2606295;2245240;4,365469e+05;NA
10100704886; 9;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100704886;4,031378e+01;  1050;UN;2606295;22452;4,187689e+05;NA
10100604692; 4;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100604692;1,935504e+01;  2187;UN;2606295;2245244;1,795036e+06;NA
10100613298; 4;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100613298;3,883437e+01;  1090;UN;2606295;2245246;9,174359e+05;NA
10100620400; 1;2016; 4;21/04/2016;101;OV;19901;OP;36764;000100207475;10100620400;4,840419e+00;  8745;UN;2606295;2245214;2,802944e+07;NA
10100620324; 3;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100620324;3,848133e+01;  1100;UN;2606295;2245248;1,218769e+06;NA
10100613686;10;2016; 4;21/04/2016;101;OV;19899;OP;36764;000100207488;10100613686;2,137852e+01;  1980;UN;2606295;180416;6,790359e+05;NA
10100614699; 6;2016; 4;15/04/2016;101;OV;19617;OP;36764;000100207319;10100614699;9,959875e+00;  4250;UN;2606295;2243567;2,312103e+06;NA
10100614699; 7;2016; 4;21/04/2016;101;OV;19898;OP;36764;000100207535;10100614699;7,491941e+01;   565;UN;2606295;2245252;3,037219e+05;NA
10100614699;11;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100614699;2,565422e+01;  1650;UN;2606295;22452;5,254359e+05;NA
10100704912; 5;2016; 4;21/04/2016;101;OV;19906;OP;36764;000100207487;10100704912;1,588944e+01;  2664;UN;2606295;22452;1,750396e+06;NA
10100613684; 2;2016; 4;21/04/2016;101;OV;19901;OP;36764;000100207475;10100613684;6,437942e+00;  6575;UN;2606295;2245303;1,056544e+07;NA
10100613815; 1;2016; 4;25/04/2016;101;OV;20058;OP;36764;000200207487;10100613815;2,565422e+01;  1650;UN;2606295;2245236;5,325436e+06;NA
10100613819; 5;2016; 4;25/04/2016;101;OV;20059;OP;36764;000100207537;10100613819;1,282711e+01;  3300;UN;2606295;2248504;2,157436e+06;NA
10100704892; 9;2016; 4;22/04/2016;101;OV;19979;OP;36792;000200005423;10100704892;1,410982e+01;  3000;UN;2709244;220416;1,112103e+06;NA
10100704892; 2;2016; 5;06/05/2016;101;OV;20361;OP;36792;000200005479;10100704892;1,410982e+01;  3000;UN;2709244;060516;4,845436e+06;NA
10100704892;10;2016; 6;02/06/2016;101;OV;21230;OP;36792;000200005569;10100704892;1,410982e+01;  3000;UN;2709244;310516;1,005436e+06;NA
10100704892;10;2016; 6;16/06/2016;101;OV;22128;OP;36792;000200005335;10100704892;1,410982e+01;  3000;UN;2709244;16062016;1,005436e+06;NA
10100704892; 4;2016; 7;07/07/2016;101;OV;22644;OP;36792;000300005674;10100704892;2,116473e+01;  2000;UN;2709244;290616;1,645436e+06;NA
10100704881; 2;2016; 4;04/04/2016;101;OV;18770;OP;36792;000200005341;10100704881;4,703274e+00;  9000;UN;2709244;040416;1,444544e+07;NA
10100704881; 9;2016; 5;06/05/2016;101;OV;20361;OP;36792;000200005479;10100704881;4,703274e+00;  9000;UN;2709244;060516;3,245436e+06;NA
10100704881; 4;2016; 6;02/06/2016;101;OV;21230;OP;36792;000200005569;10100704881;3,527456e+00; 12000;UN;2709244;310516;9,645436e+06;NA
10100704881; 8;2016; 6;16/06/2016;101;OV;22128;OP;36792;000200005335;10100704881;4,703274e+00;  9000;UN;2709244;16062016;3,645436e+06;NA
10100704881; 6;2016; 7;07/07/2016;101;OV;22644;OP;36792;000300005674;10100704881;1,410982e+01;  3000;UN;2709244;290616;1,645436e+06;NA
10100704877; 3;2016; 4;04/04/2016;101;OV;18770;OP;36792;000200005341;10100704877;2,116473e+01;  2000;UN;2709244;040416;2,178769e+06;NA
10100704879; 2;2016; 4;04/04/2016;101;OV;18770;OP;36792;000200005341;10100704879;9,406548e+00;  4500;UN;2709244;040416;7,245436e+06;NA
10100704879; 5;2016; 5;06/05/2016;101;OV;20361;OP;36792;000200005479;10100704879;9,406548e+00;  4500;UN;2709244;060516;2,925436e+06;NA
10100704872; 8;2016; 4;04/04/2016;101;OV;18770;OP;36792;000200005341;10100704872;2,116473e+01;  2000;UN;2709244;040416;8,454359e+05;NA
10100704872; 7;2016; 6;02/06/2016;101;OV;21230;OP;36792;000200005569;10100704872;2,116473e+01;  2000;UN;2709244;310516;9,597219e+05;NA
10100704872; 9;2016; 6;16/06/2016;101;OV;22128;OP;36792;000200005335;10100704872;4,232947e+01;  1000;UN;2709244;16062016;4,009919e+05;NA
10100704893; 5;2016; 4;22/04/2016;101;OV;19979;OP;36792;000200005423;10100704893;9,406548e+00;  4500;UN;2709244;220416;2,925436e+06;NA
10100704893; 5;2016; 6;02/06/2016;101;OV;21230;OP;36792;000200005569;10100704893;9,406548e+00;  4500;UN;2709244;310516;2,925436e+06;NA
10100704904; 7;2016; 6;02/06/2016;101;OV;21230;OP;36792;000200005569;10100704904;1,410982e+01;  3000;UN;2709244;310516;1,416865e+06;NA
